release_date,ticker,Sentiment title,positive,negative,neutral
2016-04-18,TSLA,[0.033 0.03  0.937],0.032999999821186,0.0299999993294477,0.9369999766349792
2016-04-18,AAPL,[0.163 0.017 0.82 ],0.163000002503395,0.0170000009238719,0.8199999928474426
2016-04-18,GOOGL,[0.043 0.785 0.172],0.0430000014603138,0.7850000262260437,0.1720000058412552
2016-04-18,GOOGL,[0.032 0.033 0.936],0.0320000015199184,0.032999999821186,0.9359999895095824
2016-04-18,AAPL,[0.036 0.052 0.912],0.0359999984502792,0.0520000010728836,0.9120000004768372
2016-04-18,AAPL,[0.075 0.086 0.84 ],0.0750000029802322,0.0860000029206276,0.8399999737739563
2016-04-18,AAPL,[0.028 0.875 0.096],0.0280000008642673,0.875,0.096000000834465
2016-04-18,AAPL,[0.139 0.028 0.833],0.1389999985694885,0.0280000008642673,0.8330000042915344
2016-04-18,AAPL,[0.029 0.413 0.558],0.0289999991655349,0.4129999876022339,0.5580000281333923
2016-04-18,NFLX,[0.164 0.347 0.489],0.164000004529953,0.3470000028610229,0.488999992609024
2016-04-18,CSCO,[0.534 0.008 0.458],0.5339999794960022,0.0080000003799796,0.4580000042915344
2016-04-18,MSFT,[0.022 0.485 0.493],0.0219999998807907,0.4850000143051147,0.4930000007152557
2016-04-18,MSFT,[0.025 0.121 0.854],0.025000000372529,0.1209999993443489,0.8539999723434448
2016-04-18,MSFT,[0.099 0.009 0.893],0.0989999994635582,0.0089999996125698,0.8930000066757202
2016-04-18,MSFT,[0.017 0.872 0.111],0.0170000009238719,0.871999979019165,0.1110000014305114
2016-04-19,COST,[0.154 0.013 0.833],0.1539999991655349,0.0130000002682209,0.8330000042915344
2016-04-19,WDC,[0.113 0.008 0.878],0.1129999980330467,0.0080000003799796,0.878000020980835
2016-04-19,AMZN,[0.052 0.838 0.11 ],0.0520000010728836,0.8379999995231628,0.1099999994039535
2016-04-19,AMZN,[0.535 0.012 0.454],0.5350000262260437,0.0120000001043081,0.4539999961853027
2016-04-19,AMZN,[0.035 0.661 0.304],0.0350000001490116,0.6610000133514404,0.3039999902248382
2016-04-19,MU,[0.071 0.826 0.103],0.0710000023245811,0.8259999752044678,0.1030000001192092
2016-04-19,NFLX,[0.064 0.031 0.905],0.0640000030398368,0.0309999994933605,0.9049999713897704
2016-04-19,NFLX,[0.027 0.917 0.056],0.0270000007003545,0.9169999957084656,0.0560000017285347
2016-04-19,GOOGL,[0.028 0.034 0.938],0.0280000008642673,0.0340000018477439,0.9380000233650208
2016-04-19,GOOGL,[0.906 0.011 0.082],0.906000018119812,0.0109999999403953,0.0820000022649765
2016-04-19,INTC,[0.827 0.103 0.07 ],0.8270000219345093,0.1030000001192092,0.0700000002980232
2016-04-19,INTC,[0.017 0.958 0.025],0.0170000009238719,0.9580000042915344,0.025000000372529
2016-04-19,INTC,[0.219 0.652 0.129],0.2189999967813491,0.6520000100135803,0.1289999932050705
2016-04-19,INTC,[0.053 0.929 0.018],0.0529999993741512,0.9290000200271606,0.0179999992251396
2016-04-19,INTC,[0.046 0.028 0.926],0.0460000000894069,0.0280000008642673,0.9259999990463256
2016-04-19,AAPL,[0.185 0.045 0.77 ],0.1850000023841858,0.0450000017881393,0.7699999809265137
2016-04-19,NFLX,[0.099 0.878 0.023],0.0989999994635582,0.878000020980835,0.0230000000447034
2016-04-19,NFLX,[0.022 0.712 0.266],0.0219999998807907,0.7120000123977661,0.2660000026226043
2016-04-19,GOOGL,[0.017 0.859 0.123],0.0170000009238719,0.859000027179718,0.1230000033974647
2016-04-19,AAPL,[0.016 0.956 0.028],0.0160000007599592,0.9559999704360962,0.0280000008642673
2016-04-19,MSFT,[0.041 0.035 0.923],0.0410000011324882,0.0350000001490116,0.9229999780654908
2016-04-19,AAPL,[0.77  0.016 0.213],0.7699999809265137,0.0160000007599592,0.2129999995231628
2016-04-19,NFLX,[0.86 0.09 0.05],0.8600000143051147,0.0900000035762786,0.050000000745058
2016-04-19,ISRG,[0.097 0.028 0.875],0.0970000028610229,0.0280000008642673,0.875
2016-04-19,NFLX,[0.656 0.115 0.23 ],0.656000018119812,0.1150000020861625,0.2300000041723251
2016-04-19,TSLA,[0.114 0.099 0.786],0.1140000000596046,0.0989999994635582,0.7860000133514404
2016-04-19,INTC,[0.029 0.037 0.933],0.0289999991655349,0.0370000004768371,0.9330000281333924
2016-04-19,INTC,[0.011 0.96  0.029],0.0109999999403953,0.959999978542328,0.0289999991655349
2016-04-20,NFLX,[0.899 0.016 0.084],0.8989999890327454,0.0160000007599592,0.0839999988675117
2016-04-20,NFLX,[0.019 0.088 0.892],0.0189999993890523,0.0879999995231628,0.8920000195503235
2016-04-20,NFLX,[0.166 0.321 0.513],0.1659999936819076,0.3210000097751617,0.5130000114440918
2016-04-20,NFLX,[0.108 0.105 0.786],0.1080000028014183,0.1049999967217445,0.7860000133514404
2016-04-20,NFLX,[0.026 0.036 0.938],0.0260000005364418,0.0359999984502792,0.9380000233650208
2016-04-20,COST,[0.034 0.026 0.94 ],0.0340000018477439,0.0260000005364418,0.9399999976158142
2016-04-20,HAS,[0.197 0.01  0.793],0.1969999969005584,0.0099999997764825,0.7929999828338623
2016-04-20,NFLX,[0.043 0.035 0.921],0.0430000014603138,0.0350000001490116,0.9210000038146972
2016-04-20,GOOGL,[0.042 0.034 0.924],0.0419999994337558,0.0340000018477439,0.9240000247955322
2016-04-20,CSX,[0.241 0.058 0.702],0.2409999966621399,0.0579999983310699,0.7020000219345093
2016-04-20,INTC,[0.028 0.028 0.944],0.0280000008642673,0.0280000008642673,0.944000005722046
2016-04-20,MSFT,[0.012 0.947 0.041],0.0120000001043081,0.9470000267028807,0.0410000011324882
2016-04-20,AAPL,[0.079 0.045 0.876],0.0790000036358833,0.0450000017881393,0.8759999871253967
2016-04-20,MSFT,[0.045 0.259 0.696],0.0450000017881393,0.2590000033378601,0.6959999799728394
2016-04-20,INTC,[0.89  0.071 0.039],0.8899999856948853,0.0710000023245811,0.0390000008046627
2016-04-20,MSFT,[0.14  0.032 0.828],0.1400000005960464,0.0320000015199184,0.828000009059906
2016-04-20,ASML,[0.019 0.954 0.027],0.0189999993890523,0.9539999961853028,0.0270000007003545
2016-04-20,GOOGL,[0.029 0.036 0.935],0.0289999991655349,0.0359999984502792,0.9350000023841858
2016-04-20,GOOGL,[0.046 0.028 0.926],0.0460000000894069,0.0280000008642673,0.9259999990463256
2016-04-20,COST,[0.047 0.866 0.087],0.0469999983906745,0.8659999966621399,0.0869999974966049
2016-04-20,NFLX,[0.948 0.021 0.032],0.9480000138282776,0.0209999997168779,0.0320000015199184
2016-04-20,AAPL,[0.016 0.972 0.011],0.0160000007599592,0.972000002861023,0.0109999999403953
2016-04-20,AAPL,[0.012 0.761 0.227],0.0120000001043081,0.7609999775886536,0.2269999980926513
2016-04-20,NFLX,[0.06  0.025 0.915],0.0599999986588954,0.025000000372529,0.915000021457672
2016-04-20,AAPL,[0.124 0.161 0.716],0.123999997973442,0.1609999984502792,0.7160000205039978
2016-04-20,AAPL,[0.081 0.031 0.888],0.0810000002384185,0.0309999994933605,0.8880000114440918
2016-04-20,NFLX,[0.019 0.951 0.029],0.0189999993890523,0.9509999752044678,0.0289999991655349
2016-04-20,NFLX,[0.066 0.321 0.613],0.0659999996423721,0.3210000097751617,0.6129999756813049
2016-04-20,TSLA,[0.566 0.012 0.422],0.5659999847412109,0.0120000001043081,0.421999990940094
2016-04-21,SBUX,[0.029 0.029 0.942],0.0289999991655349,0.0289999991655349,0.9419999718666076
2016-04-21,MSFT,[0.046 0.028 0.926],0.0460000000894069,0.0280000008642673,0.9259999990463256
2016-04-21,AAPL,[0.093 0.24  0.668],0.0930000022053718,0.2399999946355819,0.6679999828338623
2016-04-21,MSFT,[0.133 0.553 0.314],0.1330000013113021,0.5529999732971191,0.3140000104904175
2016-04-21,INTC,[0.827 0.011 0.162],0.8270000219345093,0.0109999999403953,0.1620000004768371
2016-04-21,MSFT,[0.011 0.964 0.025],0.0109999999403953,0.9639999866485596,0.025000000372529
2016-04-21,SBUX,[0.017 0.951 0.032],0.0170000009238719,0.9509999752044678,0.0320000015199184
2016-04-21,MSFT,[0.568 0.275 0.157],0.5680000185966492,0.2750000059604645,0.1570000052452087
2016-04-21,CHTR,[0.805 0.106 0.089],0.8050000071525574,0.1059999987483024,0.0890000015497207
2016-04-21,INTC,[0.134 0.383 0.483],0.1340000033378601,0.382999986410141,0.4830000102519989
2016-04-21,INTC,[0.086 0.034 0.88 ],0.0860000029206276,0.0340000018477439,0.8799999952316284
2016-04-21,INTC,[0.01  0.947 0.042],0.0099999997764825,0.9470000267028807,0.0419999994337558
2016-04-21,INTC,[0.148 0.018 0.834],0.1480000019073486,0.0179999992251396,0.8339999914169312
2016-04-21,AMZN,[0.68  0.013 0.308],0.6800000071525574,0.0130000002682209,0.3079999983310699
2016-04-21,TSLA,[0.714 0.018 0.268],0.7139999866485596,0.0179999992251396,0.2680000066757202
2016-04-21,TSLA,[0.706 0.02  0.274],0.7059999704360962,0.0199999995529651,0.2739999890327453
2016-04-21,AAPL,[0.122 0.862 0.016],0.1220000013709068,0.8619999885559082,0.0160000007599592
2016-04-21,INTC,[0.812 0.104 0.084],0.8119999766349792,0.1040000021457672,0.0839999988675117
2016-04-21,AAPL,[0.188 0.068 0.744],0.1879999935626983,0.0680000036954879,0.7440000176429749
2016-04-22,MSFT,[0.036 0.33  0.634],0.0359999984502792,0.3300000131130218,0.6340000033378601
2016-04-22,MSFT,[0.447 0.483 0.071],0.4469999969005584,0.4830000102519989,0.0710000023245811
2016-04-22,MSFT,[0.128 0.751 0.121],0.1280000060796737,0.7509999871253967,0.1209999993443489
2016-04-22,MSFT,[0.016 0.945 0.039],0.0160000007599592,0.9449999928474426,0.0390000008046627
2016-04-22,MSFT,[0.035 0.697 0.268],0.0350000001490116,0.6970000267028809,0.2680000066757202
2016-04-22,MSFT,[0.039 0.076 0.885],0.0390000008046627,0.0759999975562095,0.8849999904632568
2016-04-22,MSFT,[0.011 0.958 0.03 ],0.0109999999403953,0.9580000042915344,0.0299999993294477
2016-04-22,GOOGL,[0.021 0.173 0.806],0.0209999997168779,0.1729999929666519,0.8059999942779541
2016-04-22,GOOGL,[0.019 0.697 0.284],0.0189999993890523,0.6970000267028809,0.2840000092983246
2016-04-22,MSFT,[0.02  0.059 0.921],0.0199999995529651,0.0590000003576278,0.9210000038146972
2016-04-22,MSFT,[0.03  0.045 0.925],0.0299999993294477,0.0450000017881393,0.925000011920929
2016-04-22,MSFT,[0.016 0.953 0.031],0.0160000007599592,0.953000009059906,0.0309999994933605
2016-04-22,INTC,[0.076 0.581 0.343],0.0759999975562095,0.5809999704360962,0.3429999947547912
2016-04-22,MSFT,[0.086 0.897 0.017],0.0860000029206276,0.8970000147819519,0.0170000009238719
2016-04-22,AAPL,[0.295 0.025 0.68 ],0.2949999868869781,0.025000000372529,0.6800000071525574
2016-04-22,MSFT,[0.033 0.941 0.026],0.032999999821186,0.9409999847412108,0.0260000005364418
2016-04-22,MSFT,[0.015 0.965 0.021],0.0149999996647238,0.9649999737739564,0.0209999997168779
2016-04-22,NFLX,[0.091 0.015 0.893],0.090999998152256,0.0149999996647238,0.8930000066757202
2016-04-22,MSFT,[0.25  0.045 0.705],0.25,0.0450000017881393,0.7049999833106995
2016-04-22,MSFT,[0.11 0.12 0.77],0.1099999994039535,0.1199999973177909,0.7699999809265137
2016-04-22,AAPL,[0.021 0.364 0.615],0.0209999997168779,0.363999992609024,0.6150000095367432
2016-04-22,AAPL,[0.087 0.217 0.696],0.0869999974966049,0.2169999927282333,0.6959999799728394
2016-04-22,MSFT,[0.107 0.385 0.509],0.1070000007748603,0.3849999904632568,0.5090000033378601
2016-04-22,AAPL,[0.026 0.902 0.072],0.0260000005364418,0.9020000100135804,0.0719999969005584
2016-04-22,AAPL,[0.77  0.099 0.132],0.7699999809265137,0.0989999994635582,0.1319999992847442
2016-04-22,MSFT,[0.018 0.086 0.896],0.0179999992251396,0.0860000029206276,0.8960000276565552
2016-04-22,AMZN,[0.05  0.018 0.932],0.050000000745058,0.0179999992251396,0.9319999814033508
2016-04-22,XLNX,[0.176 0.13  0.694],0.1759999990463256,0.1299999952316284,0.6940000057220459
2016-04-22,MAR,[0.457 0.361 0.182],0.4569999873638153,0.3610000014305115,0.181999996304512
2016-04-22,AAPL,[0.113 0.013 0.874],0.1129999980330467,0.0130000002682209,0.8740000128746033
2016-04-22,VRSN,[0.035 0.022 0.943],0.0350000001490116,0.0219999998807907,0.9430000185966492
2016-04-22,BKNG,[0.12  0.024 0.856],0.1199999973177909,0.0240000002086162,0.8560000061988831
2016-04-22,AAPL,[0.093 0.029 0.878],0.0930000022053718,0.0289999991655349,0.878000020980835
2016-04-22,TSLA,[0.118 0.015 0.867],0.1180000007152557,0.0149999996647238,0.8669999837875366
2016-04-22,BMRN,[0.939 0.02  0.042],0.9390000104904176,0.0199999995529651,0.0419999994337558
2016-04-22,BMRN,[0.121 0.022 0.858],0.1209999993443489,0.0219999998807907,0.8579999804496765
2016-04-22,BMRN,[0.463 0.194 0.343],0.4629999995231628,0.1940000057220459,0.3429999947547912
2016-04-22,VRTX,[0.073 0.165 0.762],0.0729999989271164,0.1650000065565109,0.7620000243186951
2016-04-25,NFLX,[0.914 0.012 0.074],0.9139999747276306,0.0120000001043081,0.0740000009536743
2016-04-25,INTC,[0.633 0.334 0.033],0.6330000162124634,0.3339999914169311,0.032999999821186
2016-04-25,MSFT,[0.33  0.594 0.075],0.3300000131130218,0.593999981880188,0.0750000029802322
2016-04-25,MSFT,[0.034 0.051 0.914],0.0340000018477439,0.0509999990463256,0.9139999747276306
2016-04-25,MSFT,[0.76  0.194 0.046],0.7599999904632568,0.1940000057220459,0.0460000000894069
2016-04-25,MSFT,[0.025 0.92  0.056],0.025000000372529,0.9200000166893004,0.0560000017285347
2016-04-25,MSFT,[0.043 0.683 0.274],0.0430000014603138,0.6830000281333923,0.2739999890327453
2016-04-25,AAPL,[0.029 0.054 0.917],0.0289999991655349,0.0540000014007091,0.9169999957084656
2016-04-25,GOOGL,[0.136 0.018 0.846],0.1360000073909759,0.0179999992251396,0.8460000157356262
2016-04-25,AAPL,[0.083 0.879 0.038],0.0829999968409538,0.8790000081062317,0.0379999987781047
2016-04-25,AAPL,[0.369 0.132 0.499],0.3689999878406524,0.1319999992847442,0.4990000128746032
2016-04-25,AAPL,[0.765 0.04  0.195],0.7649999856948853,0.0399999991059303,0.1949999928474426
2016-04-25,TSLA,[0.135 0.162 0.703],0.135000005364418,0.1620000004768371,0.703000009059906
2016-04-25,AAPL,[0.54  0.015 0.445],0.5400000214576721,0.0149999996647238,0.4449999928474426
2016-04-25,TSLA,[0.695 0.025 0.28 ],0.6949999928474426,0.025000000372529,0.2800000011920929
2016-04-25,INTC,[0.499 0.193 0.308],0.4990000128746032,0.1930000036954879,0.3079999983310699
2016-04-25,INTC,[0.077 0.016 0.906],0.0769999995827674,0.0160000007599592,0.906000018119812
2016-04-25,MSFT,[0.084 0.017 0.9  ],0.0839999988675117,0.0170000009238719,0.8999999761581421
2016-04-25,AAPL,[0.031 0.029 0.941],0.0309999994933605,0.0289999991655349,0.9409999847412108
2016-04-25,TSLA,[0.933 0.024 0.043],0.9330000281333924,0.0240000002086162,0.0430000014603138
2016-04-25,BIIB,[0.06  0.022 0.918],0.0599999986588954,0.0219999998807907,0.9179999828338624
2016-04-25,NFLX,[0.349 0.01  0.641],0.3490000069141388,0.0099999997764825,0.640999972820282
2016-04-25,MSFT,[0.019 0.052 0.928],0.0189999993890523,0.0520000010728836,0.9279999732971193
2016-04-25,MSFT,[0.011 0.964 0.025],0.0109999999403953,0.9639999866485596,0.025000000372529
2016-04-25,AAPL,[0.254 0.03  0.716],0.2540000081062317,0.0299999993294477,0.7160000205039978
2016-04-25,MSFT,[0.159 0.726 0.115],0.1589999943971634,0.7260000109672546,0.1150000020861625
2016-04-25,CHTR,[0.057 0.905 0.038],0.0570000000298023,0.9049999713897704,0.0379999987781047
2016-04-25,AAPL,[0.063 0.546 0.391],0.0630000010132789,0.5460000038146973,0.3910000026226043
2016-04-25,MSFT,[0.048 0.919 0.033],0.0480000004172325,0.9190000295639038,0.032999999821186
2016-04-25,AAPL,[0.028 0.921 0.052],0.0280000008642673,0.9210000038146972,0.0520000010728836
2016-04-25,GOOGL,[0.835 0.011 0.154],0.8349999785423279,0.0109999999403953,0.1539999991655349
2016-04-25,AAPL,[0.161 0.012 0.826],0.1609999984502792,0.0120000001043081,0.8259999752044678
2016-04-25,AAPL,[0.016 0.959 0.025],0.0160000007599592,0.9589999914169312,0.025000000372529
2016-04-26,AAPL,[0.046 0.028 0.926],0.0460000000894069,0.0280000008642673,0.9259999990463256
2016-04-26,AMZN,[0.076 0.658 0.266],0.0759999975562095,0.6579999923706055,0.2660000026226043
2016-04-26,AAPL,[0.188 0.694 0.118],0.1879999935626983,0.6940000057220459,0.1180000007152557
2016-04-26,AMZN,[0.092 0.779 0.128],0.0920000001788139,0.7789999842643738,0.1280000060796737
2016-04-26,AAPL,[0.03  0.045 0.925],0.0299999993294477,0.0450000017881393,0.925000011920929
2016-04-26,GOOGL,[0.225 0.015 0.76 ],0.2249999940395355,0.0149999996647238,0.7599999904632568
2016-04-26,AAPL,[0.192 0.02  0.788],0.19200000166893,0.0199999995529651,0.7879999876022339
2016-04-26,AMZN,[0.475 0.034 0.491],0.4749999940395355,0.0340000018477439,0.4909999966621399
2016-04-26,AAPL,[0.043 0.908 0.048],0.0430000014603138,0.9079999923706056,0.0480000004172325
2016-04-26,AAPL,[0.02  0.057 0.923],0.0199999995529651,0.0570000000298023,0.9229999780654908
2016-04-26,AMZN,[0.047 0.029 0.924],0.0469999983906745,0.0289999991655349,0.9240000247955322
2016-04-26,MU,[0.593 0.037 0.371],0.5929999947547913,0.0370000004768371,0.3709999918937683
2016-04-26,MU,[0.103 0.861 0.036],0.1030000001192092,0.8610000014305115,0.0359999984502792
2016-04-26,AAPL,[0.036 0.028 0.936],0.0359999984502792,0.0280000008642673,0.9359999895095824
2016-04-26,AAPL,[0.136 0.54  0.323],0.1360000073909759,0.5400000214576721,0.3230000138282776
2016-04-26,AAPL,[0.046 0.876 0.078],0.0460000000894069,0.8759999871253967,0.0780000016093254
2016-04-26,AAPL,[0.039 0.205 0.756],0.0390000008046627,0.2049999982118606,0.7559999823570251
2016-04-26,MSFT,[0.037 0.738 0.225],0.0370000004768371,0.7379999756813049,0.2249999940395355
2016-04-26,AAPL,[0.95  0.023 0.027],0.949999988079071,0.0230000000447034,0.0270000007003545
2016-04-26,AAPL,[0.333 0.591 0.076],0.3330000042915344,0.5910000205039978,0.0759999975562095
2016-04-26,AMZN,[0.034 0.403 0.563],0.0340000018477439,0.402999997138977,0.5630000233650208
2016-04-26,AAPL,[0.906 0.04  0.053],0.906000018119812,0.0399999991059303,0.0529999993741512
2016-04-26,EBAY,[0.944 0.03  0.026],0.944000005722046,0.0299999993294477,0.0260000005364418
2016-04-27,AAPL,[0.013 0.948 0.039],0.0130000002682209,0.9480000138282776,0.0390000008046627
2016-04-27,TSLA,[0.168 0.012 0.82 ],0.1679999977350235,0.0120000001043081,0.8199999928474426
2016-04-27,MSFT,[0.086 0.804 0.11 ],0.0860000029206276,0.8040000200271606,0.1099999994039535
2016-04-27,MSFT,[0.549 0.032 0.419],0.5490000247955322,0.0320000015199184,0.4189999997615814
2016-04-27,TSLA,[0.074 0.84  0.086],0.0740000009536743,0.8399999737739563,0.0860000029206276
2016-04-27,MSFT,[0.015 0.918 0.067],0.0149999996647238,0.9179999828338624,0.06700000166893
2016-04-27,MSFT,[0.953 0.02  0.028],0.953000009059906,0.0199999995529651,0.0280000008642673
2016-04-27,MSFT,[0.012 0.961 0.027],0.0120000001043081,0.9610000252723694,0.0270000007003545
2016-04-27,MSFT,[0.031 0.892 0.077],0.0309999994933605,0.8920000195503235,0.0769999995827674
2016-04-27,AAPL,[0.024 0.947 0.029],0.0240000002086162,0.9470000267028807,0.0289999991655349
2016-04-27,AAPL,[0.032 0.044 0.923],0.0320000015199184,0.0439999997615814,0.9229999780654908
2016-04-27,MSFT,[0.556 0.026 0.418],0.5559999942779541,0.0260000005364418,0.4180000126361847
2016-04-27,AAPL,[0.117 0.021 0.862],0.1169999986886978,0.0209999997168779,0.8619999885559082
2016-04-27,AAPL,[0.183 0.173 0.643],0.1829999983310699,0.1729999929666519,0.6430000066757202
2016-04-27,AAPL,[0.416 0.477 0.107],0.4160000085830688,0.4769999980926513,0.1070000007748603
2016-04-27,AAPL,[0.205 0.012 0.783],0.2049999982118606,0.0120000001043081,0.7829999923706055
2016-04-27,AAPL,[0.181 0.665 0.153],0.1809999942779541,0.6650000214576721,0.152999997138977
2016-04-27,AAPL,[0.035 0.925 0.04 ],0.0350000001490116,0.925000011920929,0.0399999991059303
2016-04-27,AAPL,[0.148 0.491 0.361],0.1480000019073486,0.4909999966621399,0.3610000014305115
2016-04-27,AAPL,[0.032 0.037 0.931],0.0320000015199184,0.0370000004768371,0.930999994277954
2016-04-27,AAPL,[0.033 0.709 0.258],0.032999999821186,0.7089999914169312,0.257999986410141
2016-04-27,AAPL,[0.376 0.568 0.056],0.3759999871253967,0.5680000185966492,0.0560000017285347
2016-04-27,AAPL,[0.019 0.061 0.92 ],0.0189999993890523,0.0610000006854534,0.9200000166893004
2016-04-27,AAPL,[0.157 0.01  0.833],0.1570000052452087,0.0099999997764825,0.8330000042915344
2016-04-27,AMZN,[0.317 0.009 0.674],0.31700000166893,0.0089999996125698,0.6740000247955322
2016-04-27,AAPL,[0.251 0.501 0.248],0.2509999871253967,0.5009999871253967,0.2479999959468841
2016-04-27,AAPL,[0.032 0.039 0.929],0.0320000015199184,0.0390000008046627,0.9290000200271606
2016-04-27,TSLA,[0.088 0.266 0.646],0.0879999995231628,0.2660000026226043,0.6460000276565552
2016-04-27,AAPL,[0.118 0.843 0.038],0.1180000007152557,0.8429999947547913,0.0379999987781047
2016-04-27,AAPL,[0.368 0.063 0.568],0.3680000007152557,0.0630000010132789,0.5680000185966492
2016-04-27,AAPL,[0.024 0.034 0.942],0.0240000002086162,0.0340000018477439,0.9419999718666076
2016-04-27,AAPL,[0.008 0.975 0.018],0.0080000003799796,0.975000023841858,0.0179999992251396
2016-04-27,CMCSA,[0.157 0.12  0.722],0.1570000052452087,0.1199999973177909,0.722000002861023
2016-04-27,AAPL,[0.211 0.026 0.763],0.210999995470047,0.0260000005364418,0.7630000114440918
2016-04-27,AAPL,[0.041 0.913 0.046],0.0410000011324882,0.912999987602234,0.0460000000894069
2016-04-27,AAPL,[0.008 0.967 0.025],0.0080000003799796,0.9670000076293944,0.025000000372529
2016-04-27,AAPL,[0.112 0.152 0.736],0.1120000034570694,0.1519999951124191,0.7360000014305115
2016-04-27,NFLX,[0.072 0.027 0.902],0.0719999969005584,0.0270000007003545,0.9020000100135804
2016-04-27,AAPL,[0.106 0.013 0.881],0.1059999987483024,0.0130000002682209,0.8809999823570251
2016-04-27,INTC,[0.086 0.862 0.052],0.0860000029206276,0.8619999885559082,0.0520000010728836
2016-04-27,AAPL,[0.021 0.91  0.069],0.0209999997168779,0.9100000262260436,0.0689999982714653
2016-04-27,GOOGL,[0.012 0.953 0.035],0.0120000001043081,0.953000009059906,0.0350000001490116
2016-04-27,GOOGL,[0.053 0.093 0.854],0.0529999993741512,0.0930000022053718,0.8539999723434448
2016-04-27,GOOGL,[0.064 0.518 0.418],0.0640000030398368,0.5180000066757202,0.4180000126361847
2016-04-27,AAPL,[0.952 0.023 0.026],0.9520000219345092,0.0230000000447034,0.0260000005364418
2016-04-27,WDC,[0.947 0.028 0.025],0.9470000267028807,0.0280000008642673,0.025000000372529
2016-04-27,AAPL,[0.09  0.838 0.072],0.0900000035762786,0.8379999995231628,0.0719999969005584
2016-04-27,AAPL,[0.137 0.533 0.331],0.1369999945163726,0.5329999923706055,0.3310000002384186
2016-04-27,AAPL,[0.046 0.028 0.926],0.0460000000894069,0.0280000008642673,0.9259999990463256
2016-04-27,INTC,[0.038 0.894 0.068],0.0379999987781047,0.8939999938011169,0.0680000036954879
2016-04-27,AAPL,[0.029 0.036 0.935],0.0289999991655349,0.0359999984502792,0.9350000023841858
2016-04-27,AAPL,[0.105 0.106 0.789],0.1049999967217445,0.1059999987483024,0.7889999747276306
2016-04-27,AAPL,[0.916 0.02  0.064],0.9160000085830688,0.0199999995529651,0.0640000030398368
2016-04-27,AAPL,[0.072 0.148 0.78 ],0.0719999969005584,0.1480000019073486,0.7799999713897705
2016-04-28,AAPL,[0.041 0.045 0.913],0.0410000011324882,0.0450000017881393,0.912999987602234
2016-04-28,AMZN,[0.046 0.016 0.937],0.0460000000894069,0.0160000007599592,0.9369999766349792
2016-04-28,AAPL,[0.016 0.912 0.072],0.0160000007599592,0.9120000004768372,0.0719999969005584
2016-04-28,AAPL,[0.039 0.897 0.064],0.0390000008046627,0.8970000147819519,0.0640000030398368
2016-04-28,AAPL,[0.058 0.016 0.926],0.0579999983310699,0.0160000007599592,0.9259999990463256
2016-04-28,BIDU,[0.954 0.015 0.031],0.9539999961853028,0.0149999996647238,0.0309999994933605
2016-04-28,INTC,[0.041 0.019 0.941],0.0410000011324882,0.0189999993890523,0.9409999847412108
